Sample	Label
signer4_sample543	1300 
signer4_sample544	1302 
signer4_sample545	1302 
signer4_sample546	1304 
signer4_sample548	1306 
signer4_sample549	1309 
signer4_sample550	1311 
signer4_sample551	1312 
signer4_sample553	1318 
signer4_sample554	1318 
signer4_sample555	1318 
signer4_sample557	1319 
signer4_sample558	1319 
signer4_sample561	1332 
signer4_sample562	1332 
signer4_sample563	1334 
signer4_sample565	1344 
signer4_sample566	1344 
signer4_sample568	1344 
signer4_sample571	1349 
signer4_sample572	1349 
signer4_sample573	1351 
signer4_sample574	1354 
signer4_sample575	1354 
signer4_sample576	1357 
signer4_sample577	1357 
signer4_sample578	1357 
signer4_sample581	1359 
signer4_sample582	1360 
signer4_sample583	1363 
signer4_sample584	1364 
signer4_sample585	1365 
signer4_sample586	1370 
signer4_sample587	1373 
signer4_sample588	1374 
signer4_sample589	1377 
signer4_sample591	1384 
signer4_sample592	1388 
signer4_sample593	1389 
signer4_sample594	1395 
signer4_sample595	1398 
signer4_sample596	1399 
signer4_sample597	1401 
signer4_sample598	1403 
signer4_sample601	1407 
signer4_sample602	1411 
signer4_sample603	1414 
signer4_sample604	1420 
signer4_sample605	1423 
signer4_sample606	1423 
signer4_sample607	1427 
signer4_sample608	1427 
signer4_sample610	1431 
signer4_sample612	1448 
signer4_sample613	1451 
signer4_sample614	1452 
signer4_sample615	1459 
signer4_sample617	1469 
signer4_sample618	1470 
signer4_sample620	1484 
signer4_sample622	1488 
signer4_sample623	1489 
signer4_sample625	1498 
signer4_sample626	1498 
signer4_sample628	1499 
signer4_sample629	1499 
signer4_sample630	1503 
signer4_sample631	1506 
signer4_sample632	1506 
signer4_sample633	1508 
signer4_sample634	1508 
signer4_sample635	1512 
signer4_sample636	1513 
signer4_sample637	1519 
signer4_sample638	1521 
signer4_sample639	1532 
signer4_sample641	1537 
signer4_sample642	1537 
signer4_sample643	1538 
signer4_sample644	1540 
signer4_sample646	1547 
signer4_sample647	1550 
signer4_sample648	1553 
signer4_sample650	1566 
signer4_sample651	1566 
signer4_sample652	1572 
signer4_sample653	1582 
signer4_sample654	1600 
signer4_sample655	1600 
signer4_sample656	1600 
signer4_sample657	1600 
signer4_sample658	1603 
signer4_sample659	1606 
signer4_sample660	1607 
signer4_sample661	1609 
signer4_sample662	1616 
signer4_sample663	1622 
signer4_sample665	1630 
signer4_sample669	1669 
signer4_sample670	1683 
signer4_sample671	1692 
signer4_sample672	1696 
signer4_sample673	1699 
signer4_sample677	1734 
signer4_sample680	1738 
signer4_sample681	1747 
signer4_sample682	1753 
signer4_sample686	1772 
signer4_sample687	1795 
signer4_sample688	1818 
signer4_sample689	1820 
signer4_sample691	1826 
signer4_sample692	1827 
signer4_sample693	1832 
signer4_sample694	1835 
signer4_sample695	1839 
signer4_sample696	1848 
signer4_sample698	1855 
signer4_sample699	1855 
signer4_sample700	1874 
signer4_sample702	1882 
signer4_sample703	1893 
signer4_sample704	1902 
signer4_sample706	1905 
signer4_sample707	1905 
signer4_sample708	1911 
signer4_sample709	1920 
signer4_sample711	1937 
signer4_sample713	1946 
signer4_sample715	1958 
signer4_sample716	1965 
signer4_sample719	1981 
signer4_sample721	1985 
signer4_sample722	1989 
signer5_sample1	0 
signer5_sample2	0 
signer5_sample3	1 
signer5_sample4	1 
signer5_sample5	1 
signer5_sample7	1 
signer5_sample8	2 
signer5_sample9	2 
signer5_sample10	2 
signer5_sample13	3 
signer5_sample15	3 
signer5_sample17	5 
signer5_sample18	5 
signer5_sample21	6 
signer5_sample22	7 
signer5_sample23	7 
signer5_sample24	8 
signer5_sample25	8 
signer5_sample26	9 
signer5_sample27	10 
signer5_sample28	10 
signer5_sample31	11 
signer5_sample32	13 
signer5_sample33	13 
signer5_sample34	13 
signer5_sample35	14 
signer5_sample36	15 
signer5_sample37	15 
signer5_sample38	16 
signer5_sample39	16 
signer5_sample40	17 
signer5_sample41	17 
signer5_sample43	18 
signer5_sample46	18 
signer5_sample47	19 
signer5_sample48	19 
signer5_sample50	20 
signer5_sample52	21 
signer5_sample53	21 
signer5_sample54	21 
signer5_sample55	22 
signer5_sample56	22 
signer5_sample58	22 
signer5_sample59	23 
signer5_sample60	23 
signer5_sample62	23 
signer5_sample63	23 
signer5_sample65	24 
signer5_sample67	25 
signer5_sample68	25 
signer5_sample70	25 
signer5_sample71	25 
signer5_sample72	25 
signer5_sample73	26 
signer5_sample74	26 
signer5_sample75	26 
signer5_sample76	26 
signer5_sample77	27 
signer5_sample78	27 
signer5_sample79	28 
signer5_sample81	29 
signer5_sample82	29 
signer5_sample83	29 
signer5_sample84	30 
signer5_sample86	31 
signer5_sample87	31 
signer5_sample89	32 
signer5_sample90	33 
signer5_sample91	33 
signer5_sample92	34 
signer5_sample93	34 
signer5_sample95	35 
signer5_sample96	35 
signer5_sample97	36 
signer5_sample98	36 
signer5_sample99	37 
signer5_sample101	37 
signer5_sample103	38 
signer5_sample105	39 
signer5_sample106	39 
signer5_sample108	40 
signer5_sample109	41 
signer5_sample111	41 
signer5_sample112	41 
signer5_sample113	42 
signer5_sample117	43 
signer5_sample118	44 
signer5_sample119	44 
signer5_sample121	45 
signer5_sample122	46 
signer5_sample124	46 
signer5_sample125	47 
signer5_sample127	47 
signer5_sample129	48 
signer5_sample132	49 
signer5_sample133	50 
signer5_sample134	50 
signer5_sample135	50 
signer5_sample138	52 
signer5_sample139	53 
signer5_sample141	54 
signer5_sample142	55 
signer5_sample143	55 
signer5_sample145	57 
signer5_sample146	57 
signer5_sample148	58 
signer5_sample149	58 
signer5_sample150	58 
signer5_sample154	61 
signer5_sample155	62 
signer5_sample157	63 
signer5_sample159	63 
signer5_sample161	63 
signer5_sample162	64 
signer5_sample163	64 
signer5_sample165	64 
signer5_sample167	66 
signer5_sample168	66 
signer5_sample169	67 
signer5_sample170	68 
signer5_sample171	68 
signer5_sample172	68 
signer5_sample173	69 
signer5_sample174	70 
signer5_sample175	71 
signer5_sample176	71 
signer5_sample177	71 
signer5_sample179	73 
signer5_sample180	74 
signer5_sample182	75 
signer5_sample183	75 
signer5_sample184	76 
signer5_sample185	76 
signer5_sample187	76 
signer5_sample188	77 
signer5_sample190	78 
signer5_sample193	79 
signer5_sample195	80 
signer5_sample196	80 
signer5_sample197	80 
signer5_sample198	81 
signer5_sample199	82 
signer5_sample200	82 
signer5_sample202	82 
signer5_sample204	83 
signer5_sample205	83 
signer5_sample206	84 
signer5_sample208	84 
signer5_sample209	85 
signer5_sample211	85 
signer5_sample212	86 
signer5_sample213	87 
signer5_sample215	89 
signer5_sample218	90 
signer5_sample219	90 
signer5_sample221	90 
signer5_sample222	91 
signer5_sample224	91 
signer5_sample225	92 
signer5_sample227	92 
signer5_sample228	93 
signer5_sample229	93 
signer5_sample230	93 
signer5_sample231	94 
signer5_sample232	95 
signer5_sample233	95 
signer5_sample234	96 
signer5_sample235	96 
signer5_sample236	96 
signer5_sample237	97 
signer5_sample239	98 
signer5_sample240	98 
signer5_sample241	99 
signer5_sample244	100 
signer5_sample245	100 
signer5_sample246	100 
signer5_sample247	100 
signer5_sample248	101 
signer5_sample249	101 
signer5_sample250	102 
signer5_sample252	103 
signer5_sample254	103 
signer5_sample255	104 
signer5_sample256	105 
signer5_sample258	105 
signer5_sample259	105 
signer5_sample261	107 
signer5_sample262	108 
signer5_sample263	109 
signer5_sample267	111 
signer5_sample268	112 
signer5_sample269	112 
signer5_sample271	113 
signer5_sample272	113 
signer5_sample273	114 
signer5_sample274	114 
signer5_sample275	115 
signer5_sample276	115 
signer5_sample277	116 
signer5_sample278	116 
signer5_sample279	117 
signer5_sample281	117 
signer5_sample282	117 
signer5_sample283	118 
signer5_sample284	119 
signer5_sample285	119 
signer5_sample286	120 
signer5_sample287	121 
signer5_sample288	122 
signer5_sample289	123 
signer5_sample290	123 
signer5_sample291	124 
signer5_sample292	125 
signer5_sample294	127 
signer5_sample297	128 
signer5_sample298	129 
signer5_sample299	129 
signer5_sample300	130 
signer5_sample303	133 
signer5_sample304	134 
signer5_sample305	134 
signer5_sample307	136 
signer5_sample308	137 
signer5_sample309	137 
signer5_sample311	138 
signer5_sample313	139 
signer5_sample315	140 
signer5_sample316	141 
signer5_sample317	141 
signer5_sample318	142 
signer5_sample320	143 
signer5_sample321	144 
signer5_sample323	146 
signer5_sample324	148 
signer5_sample325	148 
signer5_sample327	149 
signer5_sample328	150 
signer5_sample329	151 
signer5_sample330	152 
signer5_sample331	153 
signer5_sample334	155 
signer5_sample337	157 
signer5_sample338	158 
signer5_sample341	159 
signer5_sample342	159 
signer5_sample344	160 
signer5_sample346	162 
signer5_sample347	162 
signer5_sample348	162 
signer5_sample351	163 
signer5_sample352	164 
signer5_sample354	165 
signer5_sample356	166 
signer5_sample357	167 
signer5_sample358	167 
signer5_sample360	168 
signer5_sample361	169 
signer5_sample362	169 
signer5_sample364	170 
signer5_sample365	170 
signer5_sample366	171 
signer5_sample367	172 
signer5_sample369	173 
signer5_sample370	173 
signer5_sample373	175 
signer5_sample375	178 
signer5_sample377	179 
signer5_sample378	179 
signer5_sample379	179 
signer5_sample380	180 
signer5_sample381	180 
signer5_sample384	181 
signer5_sample386	182 
signer5_sample387	182 
signer5_sample388	183 
signer5_sample389	184 
signer5_sample393	187 
signer5_sample394	188 
signer5_sample395	188 
signer5_sample396	188 
signer5_sample398	189 
signer5_sample399	190 
signer5_sample400	190 
signer5_sample403	192 
signer5_sample404	193 
signer5_sample405	194 
signer5_sample406	194 
signer5_sample407	196 
signer5_sample408	197 
signer5_sample409	198 
signer5_sample410	198 
signer5_sample411	199 
signer5_sample412	200 
signer5_sample415	201 
signer5_sample416	202 
signer5_sample417	203 
signer5_sample418	203 
signer5_sample419	204 
signer5_sample420	204 
signer5_sample421	205 
signer5_sample423	205 
signer5_sample424	206 
signer5_sample425	207 
signer5_sample426	208 
signer5_sample427	208 
signer5_sample431	211 
signer5_sample432	212 
signer5_sample433	212 
signer5_sample435	213 
signer5_sample437	214 
signer5_sample439	215 
signer5_sample440	216 
signer5_sample443	217 
signer5_sample444	218 
signer5_sample445	218 
signer5_sample446	218 
signer5_sample447	219 
signer5_sample449	223 
signer5_sample450	223 
signer5_sample451	224 
signer5_sample452	225 
signer5_sample453	226 
signer5_sample455	229 
signer5_sample457	231 
signer5_sample458	231 
signer5_sample460	232 
signer5_sample462	233 
signer5_sample463	233 
signer5_sample464	234 
signer5_sample465	235 
signer5_sample466	236 
signer5_sample467	236 
signer5_sample468	237 
signer5_sample469	237 
signer5_sample470	238 
signer5_sample471	239 
signer5_sample472	239 
signer5_sample473	239 
signer5_sample475	240 
signer5_sample476	240 
signer5_sample477	241 
signer5_sample479	243 
signer5_sample482	245 
signer5_sample484	246 
signer5_sample485	246 
signer5_sample486	247 
signer5_sample487	247 
signer5_sample490	250 
signer5_sample491	250 
signer5_sample493	252 
signer5_sample495	253 
signer5_sample496	253 
signer5_sample497	254 
signer5_sample498	255 
signer5_sample499	255 
signer5_sample500	255 
signer5_sample502	256 
signer5_sample504	256 
signer5_sample505	257 
signer5_sample507	259 
signer5_sample508	260 
signer5_sample509	261 
signer5_sample510	262 
signer5_sample512	263 
signer5_sample513	263 
signer5_sample516	264 
signer5_sample517	264 
signer5_sample519	266 
signer5_sample520	268 
signer5_sample521	268 
signer5_sample522	269 
signer5_sample524	269 
signer5_sample525	270 
signer5_sample528	273 
signer5_sample529	273 
signer5_sample531	275 
signer5_sample532	275 
signer5_sample533	276 
signer5_sample535	277 
signer5_sample536	278 
signer5_sample538	280 
signer5_sample539	280 
signer5_sample540	281 
signer5_sample541	282 
signer5_sample542	283 
signer5_sample543	284 
signer5_sample544	285 
signer5_sample545	286 
signer5_sample546	287 
signer5_sample547	288 
signer5_sample549	289 
signer5_sample550	289 
signer5_sample551	290 
signer5_sample552	292 
signer5_sample553	292 
signer5_sample554	293 
signer5_sample556	294 
signer5_sample557	294 
signer5_sample558	295 
signer5_sample560	295 
signer5_sample561	295 
signer5_sample564	297 
signer5_sample565	298 
signer5_sample566	298 
signer5_sample567	299 
signer5_sample569	300 
signer5_sample571	302 
signer5_sample573	304 
signer5_sample575	306 
signer5_sample577	307 
signer5_sample578	307 
signer5_sample579	308 
signer5_sample581	309 
signer5_sample583	309 
signer5_sample584	310 
signer5_sample585	311 
signer5_sample586	311 
signer5_sample587	311 
signer5_sample588	312 
signer5_sample589	312 
signer5_sample590	312 
signer5_sample591	313 
signer5_sample595	314 
signer5_sample597	316 
signer5_sample598	317 
signer5_sample599	318 
signer5_sample602	321 
signer5_sample604	322 
signer5_sample605	325 
signer5_sample607	326 
signer5_sample609	327 
signer5_sample610	328 
signer5_sample611	328 
signer5_sample612	329 
signer5_sample613	330 
signer5_sample614	331 
signer5_sample615	331 
signer5_sample616	331 
signer5_sample617	332 
signer5_sample619	332 
signer5_sample620	334 
signer5_sample621	334 
signer5_sample622	334 
signer5_sample624	336 
signer5_sample626	337 
signer5_sample627	337 
signer5_sample628	338 
signer5_sample629	339 
signer5_sample630	339 
signer5_sample631	339 
signer5_sample634	340 
signer5_sample635	341 
signer5_sample636	342 
signer5_sample638	343 
signer5_sample639	344 
signer5_sample640	345 
signer5_sample641	346 
signer5_sample642	347 
signer5_sample643	347 
signer5_sample644	348 
signer5_sample646	348 
signer5_sample647	349 
signer5_sample649	351 
signer5_sample650	351 
signer5_sample652	355 
signer5_sample654	357 
signer5_sample655	357 
signer5_sample657	359 
signer5_sample658	359 
signer5_sample660	360 
signer5_sample663	361 
signer5_sample664	362 
signer5_sample669	368 
signer5_sample671	370 
signer5_sample674	373 
signer5_sample675	374 
signer5_sample676	374 
signer5_sample677	377 
signer5_sample678	379 
signer5_sample682	385 
signer5_sample685	386 
signer5_sample687	389 
signer5_sample688	389 
signer5_sample689	390 
signer5_sample690	390 
signer5_sample691	391 
signer5_sample692	391 
signer5_sample695	394 
signer5_sample696	395 
signer5_sample697	395 
signer5_sample699	396 
signer5_sample701	400 
signer5_sample705	402 
signer5_sample706	403 
signer5_sample707	403 
signer5_sample708	403 
signer5_sample709	404 
signer5_sample710	405 
signer5_sample711	406 
signer5_sample712	407 
signer5_sample713	407 
signer5_sample714	408 
signer5_sample715	409 
signer5_sample716	410 
signer5_sample717	410 
signer5_sample719	412 
signer5_sample720	412 
signer5_sample721	412 
signer5_sample722	413 
signer5_sample723	413 
signer5_sample724	413 
signer5_sample725	413 
signer5_sample726	413 
signer5_sample727	414 
signer5_sample728	415 
signer5_sample729	415 
signer5_sample730	416 
signer5_sample732	417 
signer5_sample734	419 
signer5_sample735	420 
signer5_sample736	422 
signer5_sample737	423 
signer5_sample740	426 
signer5_sample742	427 
signer5_sample744	428 
signer5_sample746	430 
signer5_sample750	433 
signer5_sample751	433 
signer5_sample752	435 
signer5_sample753	435 
signer5_sample754	435 
signer5_sample755	436 
signer5_sample756	437 
signer5_sample758	440 
signer5_sample759	440 
signer5_sample760	441 
signer5_sample764	445 
signer5_sample765	445 
signer5_sample766	446 
signer5_sample767	446 
signer5_sample769	449 
signer5_sample771	452 
signer5_sample773	454 
signer5_sample776	456 
signer5_sample777	456 
signer5_sample778	457 
signer5_sample779	457 
signer5_sample780	458 
signer5_sample781	458 
signer5_sample782	461 
signer5_sample784	462 
signer5_sample786	464 
signer5_sample787	464 
signer5_sample791	466 
signer5_sample794	469 
signer5_sample796	470 
signer5_sample799	473 
signer5_sample800	475 
signer5_sample802	477 
signer5_sample804	479 
signer5_sample807	480 
signer5_sample808	480 
signer5_sample812	484 
signer5_sample813	485 
signer5_sample814	486 
signer5_sample815	487 
signer5_sample816	487 
signer5_sample817	488 
signer5_sample818	489 
signer5_sample819	490 
signer5_sample822	496 
signer5_sample823	497 
signer5_sample825	498 
signer5_sample827	499 
signer5_sample828	500 
signer5_sample830	501 
signer5_sample832	504 
signer5_sample833	505 
signer5_sample834	507 
signer5_sample835	507 
signer5_sample839	510 
signer5_sample840	511 
signer5_sample842	511 
signer5_sample843	513 
signer5_sample847	516 
signer5_sample848	518 
signer5_sample849	519 
signer5_sample853	519 
signer5_sample855	521 
signer5_sample859	523 
signer5_sample860	524 
signer5_sample861	524 
signer5_sample864	525 
signer5_sample865	526 
signer5_sample867	527 
signer5_sample868	529 
signer5_sample874	533 
signer5_sample877	534 
signer5_sample880	537 
signer5_sample881	539 
signer5_sample882	542 
signer5_sample883	545 
signer5_sample884	546 
signer5_sample887	549 
signer5_sample890	553 
signer5_sample893	555 
signer5_sample894	556 
signer5_sample895	556 
signer5_sample896	556 
signer5_sample898	557 
signer5_sample900	559 
signer5_sample905	562 
signer5_sample906	563 
signer5_sample908	563 
signer5_sample910	565 
signer5_sample911	567 
signer5_sample912	567 
signer5_sample917	573 
signer5_sample919	573 
signer5_sample920	575 
signer5_sample921	577 
signer5_sample922	578 
signer5_sample923	578 
signer5_sample924	579 
signer5_sample925	582 
signer5_sample926	583 
signer5_sample928	585 
signer5_sample929	585 
signer5_sample931	587 
signer5_sample933	587 
signer5_sample935	589 
signer5_sample936	589 
signer5_sample938	591 
signer5_sample939	591 
signer5_sample942	595 
signer5_sample946	599 
signer5_sample947	600 
signer5_sample948	601 
signer5_sample952	605 
signer5_sample953	606 
signer5_sample954	607 
signer5_sample955	607 
signer5_sample957	609 
signer5_sample958	609 
signer5_sample959	610 
signer5_sample960	610 
signer5_sample961	610 
signer5_sample962	612 
signer5_sample964	613 
signer5_sample966	614 
signer5_sample968	614 
signer5_sample969	616 
signer5_sample970	617 
signer5_sample971	618 
signer5_sample972	619 
signer5_sample974	620 
signer5_sample975	621 
signer5_sample976	621 
signer5_sample977	622 
signer5_sample978	624 
signer5_sample979	625 
signer5_sample980	625 
signer5_sample983	627 
signer5_sample984	628 
signer5_sample986	634 
signer5_sample987	636 
signer5_sample989	637 
signer5_sample990	640 
signer5_sample991	640 
signer5_sample993	641 
signer5_sample995	644 
signer5_sample996	646 
signer5_sample999	649 
signer5_sample1000	649 
signer5_sample1001	651 
signer5_sample1002	652 
signer5_sample1003	654 
signer5_sample1004	655 
signer5_sample1006	660 
signer5_sample1007	661 
signer5_sample1008	661 
signer5_sample1009	662 
signer5_sample1010	662 
signer5_sample1011	663 
signer5_sample1012	666 
signer5_sample1013	670 
signer5_sample1015	671 
signer5_sample1016	672 
signer5_sample1017	672 
signer5_sample1018	672 
signer5_sample1020	673 
signer5_sample1021	675 
signer5_sample1024	676 
signer5_sample1026	679 
signer5_sample1028	682 
signer5_sample1029	682 
signer5_sample1030	684 
signer5_sample1032	686 
signer5_sample1033	686 
signer5_sample1034	687 
signer5_sample1035	688 
signer5_sample1036	689 
signer5_sample1040	692 
signer5_sample1041	692 
signer5_sample1043	693 
signer5_sample1045	696 
signer5_sample1047	699 
signer5_sample1048	699 
signer5_sample1050	702 
signer5_sample1051	703 
signer5_sample1052	705 
signer5_sample1054	707 
signer5_sample1055	708 
signer5_sample1057	710 
signer5_sample1058	710 
signer5_sample1061	715 
signer5_sample1062	716 
signer5_sample1063	718 
signer5_sample1064	719 
signer5_sample1066	722 
signer5_sample1069	725 
signer5_sample1070	726 
signer5_sample1071	729 
signer5_sample1072	731 
signer5_sample1074	732 
signer5_sample1075	732 
signer5_sample1076	732 
signer5_sample1078	733 
signer5_sample1081	738 
signer5_sample1082	739 
signer5_sample1084	741 
signer5_sample1085	742 
signer5_sample1086	742 
signer5_sample1087	743 
signer5_sample1088	743 
signer5_sample1090	744 
signer5_sample1091	746 
signer5_sample1092	747 
signer5_sample1093	748 
signer5_sample1094	749 
signer5_sample1095	749 
signer5_sample1096	750 
signer5_sample1097	751 
signer5_sample1098	752 
signer5_sample1099	753 
signer5_sample1100	754 
signer5_sample1101	755 
signer5_sample1102	756 
signer5_sample1103	756 
signer5_sample1105	757 
signer5_sample1106	758 
signer5_sample1107	759 
signer5_sample1108	759 
signer5_sample1109	761 
signer5_sample1110	762 
signer5_sample1111	765 
signer5_sample1112	765 
signer5_sample1113	766 
signer5_sample1114	767 
signer5_sample1116	770 
signer5_sample1117	771 
signer5_sample1118	771 
signer5_sample1119	771 
signer5_sample1121	772 
signer5_sample1123	773 
signer5_sample1125	775 
signer5_sample1126	778 
signer5_sample1127	778 
signer5_sample1128	779 
signer5_sample1130	781 
signer5_sample1131	782 
signer5_sample1132	783 
signer5_sample1134	784 
signer5_sample1135	784 
signer5_sample1138	786 
signer5_sample1139	787 
signer5_sample1140	788 
signer5_sample1141	788 
signer5_sample1143	790 
signer5_sample1144	791 
signer5_sample1146	793 
signer5_sample1147	797 
signer5_sample1148	798 
signer5_sample1149	798 
signer5_sample1150	799 
signer5_sample1151	800 
signer5_sample1152	801 
signer5_sample1153	801 
signer5_sample1154	802 
signer5_sample1155	803 
signer5_sample1156	804 
signer5_sample1157	805 
signer5_sample1158	806 
signer5_sample1160	809 
signer5_sample1162	810 
signer5_sample1163	811 
signer5_sample1164	813 
signer5_sample1166	814 
signer5_sample1167	816 
signer5_sample1169	818 
signer5_sample1170	819 
signer5_sample1171	820 
signer5_sample1172	820 
signer5_sample1173	821 
signer5_sample1174	824 
signer5_sample1175	824 
signer5_sample1177	826 
signer5_sample1178	826 
signer5_sample1179	829 
signer5_sample1180	830 
signer5_sample1181	831 
signer5_sample1182	833 
signer5_sample1183	835 
signer5_sample1184	838 
signer5_sample1185	840 
signer5_sample1186	841 
signer5_sample1187	841 
signer5_sample1189	843 
signer5_sample1191	844 
signer5_sample1193	846 
signer5_sample1194	847 
signer5_sample1196	851 
signer5_sample1197	853 
signer5_sample1198	854 
signer5_sample1200	855 
signer5_sample1201	856 
signer5_sample1202	860 
signer5_sample1203	862 
signer5_sample1204	864 
signer5_sample1206	868 
signer5_sample1207	869 
signer5_sample1209	871 
signer5_sample1210	873 
signer5_sample1212	875 
signer5_sample1213	878 
signer5_sample1214	879 
signer5_sample1215	880 
signer5_sample1217	884 
signer5_sample1219	889 
signer5_sample1220	889 
signer5_sample1222	889 
signer5_sample1223	893 
signer5_sample1224	894 
signer5_sample1225	894 
signer5_sample1226	899 
signer5_sample1228	902 
signer5_sample1229	903 
signer5_sample1231	904 
signer5_sample1233	906 
signer5_sample1234	906 
signer5_sample1235	908 
signer5_sample1236	908 
signer5_sample1237	909 
signer5_sample1238	910 
signer5_sample1239	912 
signer5_sample1241	913 
signer5_sample1243	915 
signer5_sample1244	916 
signer5_sample1245	918 
signer5_sample1246	919 
signer5_sample1247	920 
signer5_sample1248	922 
signer5_sample1249	924 
signer5_sample1251	924 
signer5_sample1252	925 
signer5_sample1253	926 
signer5_sample1254	927 
signer5_sample1255	928 
signer5_sample1256	928 
signer5_sample1258	931 
signer5_sample1261	933 
signer5_sample1262	935 
signer5_sample1263	936 
signer5_sample1264	936 
signer5_sample1267	939 
signer5_sample1268	939 
signer5_sample1271	941 
signer5_sample1273	943 
signer5_sample1276	945 
signer5_sample1277	946 
signer5_sample1278	947 
signer5_sample1279	951 
signer5_sample1280	954 
signer5_sample1281	955 
signer5_sample1283	957 
signer5_sample1286	961 
signer5_sample1288	963 
signer5_sample1289	968 
signer5_sample1291	970 
signer5_sample1292	970 
signer5_sample1293	971 
signer5_sample1294	972 
signer5_sample1295	973 
signer5_sample1296	974 
signer5_sample1297	975 
signer5_sample1298	976 
signer5_sample1299	978 
signer5_sample1300	979 
signer5_sample1303	983 
signer5_sample1305	984 
signer5_sample1307	985 
signer5_sample1309	986 
signer5_sample1311	988 
signer5_sample1312	989 
signer5_sample1313	991 
signer5_sample1314	992 
signer5_sample1315	992 
signer5_sample1316	993 
signer5_sample1318	996 
signer5_sample1319	998 
signer5_sample1320	999 
signer5_sample1321	1000 
signer5_sample1322	1001 
signer5_sample1323	1002 
signer5_sample1324	1002 
signer5_sample1325	1003 
signer5_sample1326	1004 
signer5_sample1328	1006 
signer5_sample1329	1007 
signer5_sample1330	1007 
signer5_sample1331	1009 
signer5_sample1333	1012 
signer5_sample1334	1013 
signer5_sample1335	1015 
signer5_sample1336	1021 
signer5_sample1337	1025 
signer5_sample1339	1029 
signer5_sample1340	1032 
signer5_sample1341	1032 
signer5_sample1343	1033 
signer5_sample1344	1035 
signer5_sample1345	1037 
signer5_sample1348	1039 
signer5_sample1349	1046 
signer5_sample1350	1047 
signer5_sample1351	1048 
signer5_sample1352	1049 
signer5_sample1353	1050 
signer5_sample1357	1061 
signer5_sample1358	1068 
signer5_sample1359	1069 
signer5_sample1360	1072 
signer5_sample1361	1075 
signer5_sample1362	1076 
signer5_sample1363	1078 
signer5_sample1364	1079 
signer5_sample1365	1080 
signer5_sample1366	1081 
signer5_sample1370	1084 
signer5_sample1371	1088 
signer5_sample1372	1089 
signer5_sample1373	1094 
signer5_sample1376	1099 
signer5_sample1377	1102 
signer5_sample1378	1103 
signer5_sample1379	1104 
signer5_sample1383	1108 
signer5_sample1385	1111 
signer5_sample1388	1115 
signer5_sample1390	1119 
signer5_sample1392	1121 
signer5_sample1396	1129 
signer5_sample1397	1132 
signer5_sample1398	1135 
signer5_sample1401	1138 
signer5_sample1402	1144 
signer5_sample1404	1146 
signer5_sample1405	1147 
signer5_sample1408	1155 
signer5_sample1410	1158 
signer5_sample1411	1161 
signer5_sample1412	1162 
signer5_sample1414	1167 
signer5_sample1416	1169 
signer5_sample1417	1170 
signer5_sample1418	1173 
signer5_sample1420	1174 
signer5_sample1422	1179 
signer5_sample1425	1180 
signer5_sample1426	1182 
signer5_sample1428	1185 
signer5_sample1429	1187 
signer5_sample1431	1189 
signer5_sample1432	1191 
signer5_sample1433	1192 
signer5_sample1434	1193 
signer5_sample1435	1194 
signer5_sample1436	1196 
signer5_sample1437	1197 
signer5_sample1438	1198 
signer5_sample1439	1200 
signer5_sample1441	1203 
signer5_sample1443	1205 
signer5_sample1446	1213 
signer5_sample1447	1214 
signer5_sample1449	1215 
signer5_sample1451	1216 
signer5_sample1452	1217 
signer5_sample1454	1217 
signer5_sample1458	1221 
signer5_sample1459	1224 
signer5_sample1461	1225 
signer5_sample1463	1229 
signer5_sample1466	1236 
signer5_sample1469	1239 
signer5_sample1470	1243 
signer5_sample1471	1244 
signer5_sample1472	1246 
signer5_sample1474	1246 
signer5_sample1476	1248 
signer5_sample1477	1249 
signer5_sample1478	1254 
signer5_sample1479	1255 
signer5_sample1480	1257 
signer5_sample1481	1262 
signer5_sample1482	1264 
signer5_sample1483	1268 
signer5_sample1484	1269 
signer5_sample1485	1270 
signer5_sample1486	1272 
signer5_sample1488	1276 
signer5_sample1489	1278 
signer5_sample1491	1286 
signer5_sample1492	1287 
signer5_sample1493	1289 
signer5_sample1494	1291 
signer5_sample1498	1299 
signer5_sample1499	1305 
signer5_sample1500	1307 
signer5_sample1501	1308 
signer5_sample1502	1309 
signer5_sample1503	1310 
signer5_sample1504	1316 
signer5_sample1507	1320 
signer5_sample1509	1326 
signer5_sample1510	1327 
signer5_sample1512	1337 
signer5_sample1515	1350 
signer5_sample1516	1355 
signer5_sample1518	1359 
signer5_sample1519	1361 
signer5_sample1520	1362 
signer5_sample1524	1375 
signer5_sample1526	1379 
signer5_sample1529	1381 
signer5_sample1531	1384 
signer5_sample1533	1387 
signer5_sample1535	1390 
signer5_sample1536	1392 
signer5_sample1538	1397 
signer5_sample1540	1404 
signer5_sample1543	1410 
signer5_sample1545	1413 
signer5_sample1546	1413 
signer5_sample1548	1415 
signer5_sample1549	1416 
signer5_sample1550	1417 
signer5_sample1551	1421 
signer5_sample1556	1427 
signer5_sample1559	1431 
signer5_sample1560	1432 
signer5_sample1562	1433 
signer5_sample1564	1436 
signer5_sample1566	1438 
signer5_sample1569	1443 
signer5_sample1570	1447 
signer5_sample1572	1451 
signer5_sample1573	1452 
signer5_sample1574	1453 
signer5_sample1575	1454 
signer5_sample1579	1464 
signer5_sample1584	1482 
signer5_sample1590	1496 
signer5_sample1592	1498 
